code	root	parents	filename	title
vic	capc	seac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
acf	capc	fbcr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
gcf	capc	fbcr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
hat	capc	fbcr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
scf	capc	fbcr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
svc	capc	seac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
gcl	capc	seac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
jam	capc	wacr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
bjs	capc	seac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
tch	capc	neac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
pap	capc	bbcr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
gcr	capc	fbcr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
icr	capc	wacr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
aig	capc	seac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
trf	capc	seac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
bzk	capc	wacr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
bzj	capc	wacr	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
bah	capc	neac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
afs	capc	neac	ALL_Ethnologue15/11705.xml	Central American Pidgins and Creoles: Ethnologue 2005
rop	aupc	pacr	ALL_Ethnologue15/11706.xml	Australian Pidgins and Creoles: Ethnologue 2005
tcs	aupc	pacr	ALL_Ethnologue15/11706.xml	Australian Pidgins and Creoles: Ethnologue 2005
bpl	aupc	malb	ALL_Ethnologue15/11706.xml	Australian Pidgins and Creoles: Ethnologue 2005
wca	yano	yano	ALL_Ethnologue15/11725.xml	Yanomam: Ethnologue 2005
shb	yano	yano	ALL_Ethnologue15/11725.xml	Yanomam: Ethnologue 2005
guu	yano	yano	ALL_Ethnologue15/11725.xml	Yanomam: Ethnologue 2005
xsu	yano	yano	ALL_Ethnologue15/11725.xml	Yanomam: Ethnologue 2005
jam	eupc	wacr	ALL_Ethnologue15/11781.xml	European Pidgins and Creoles: Ethnologue 2005
abs	eupc	mbcr	ALL_Ethnologue15/11781.xml	European Pidgins and Creoles: Ethnologue 2005
kea	eupc	pbcr	ALL_Ethnologue15/11781.xml	European Pidgins and Creoles: Ethnologue 2005
tcf	subt	subt	ALL_Ethnologue15/11911.xml	Subtiaba-Tlapanec: Ethnologue 2005
tpl	subt	subt	ALL_Ethnologue15/11911.xml	Subtiaba-Tlapanec: Ethnologue 2005
tpc	subt	subt	ALL_Ethnologue15/11911.xml	Subtiaba-Tlapanec: Ethnologue 2005
sut	subt	subt	ALL_Ethnologue15/11911.xml	Subtiaba-Tlapanec: Ethnologue 2005
tpx	subt	subt	ALL_Ethnologue15/11911.xml	Subtiaba-Tlapanec: Ethnologue 2005
nuw	ocml	yapu	ALL_Ethnologue15/11913.xml	Pacific Mixed Language: Ethnologue 2005
bzu	ocis	ocis	ALL_Ethnologue15/11915.xml	Pacific Language Isolates: Ethnologue 2005
prm	ocis	ocis	ALL_Ethnologue15/11915.xml	Pacific Language Isolates: Ethnologue 2005
nce	ocis	ocis	ALL_Ethnologue15/11915.xml	Pacific Language Isolates: Ethnologue 2005
yuj	ocis	ocis	ALL_Ethnologue15/11915.xml	Pacific Language Isolates: Ethnologue 2005
bhf	ocis	ocis	ALL_Ethnologue15/11915.xml	Pacific Language Isolates: Ethnologue 2005
bsa	ocis	ocis	ALL_Ethnologue15/11915.xml	Pacific Language Isolates: Ethnologue 2005
tvy	ocpc	pbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
cbk	ocpc	sbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
onx	ocpc	onip	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
ihb	ocpc	ihap	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
pis	ocpc	pacr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
xmm	ocpc	mbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
pey	ocpc	dbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
mkn	ocpc	mbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
abs	ocpc	mbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
tmg	ocpc	pbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
pea	ocpc	ibcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
mcm	ocpc	pbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
hwc	ocpc	pacr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
hmo	ocpc	motp	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
bis	ocpc	pacr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
tdt	ocpc	tbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
cpi	ocpc	pacp	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
tpi	ocpc	pacr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
bpq	ocpc	mbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
uln	ocpc	gbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
cks	ocpc	fbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
ngm	ocpc	pacr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
bew	ocpc	mbcr	ALL_Ethnologue15/11917.xml	Pacific Pidgins and Creoles: Ethnologue 2005
hue	huav	huav	ALL_Ethnologue15/11927.xml	Huavean: Ethnologue 2005
huv	huav	huav	ALL_Ethnologue15/11927.xml	Huavean: Ethnologue 2005
hve	huav	huav	ALL_Ethnologue15/11927.xml	Huavean: Ethnologue 2005
hvv	huav	huav	ALL_Ethnologue15/11927.xml	Huavean: Ethnologue 2005
tqw	coah	coah	ALL_Ethnologue15/11957.xml	Coahuiltecan: Ethnologue 2005
yei	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
bqd	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
ime	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
yax	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
rer	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
kah	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
vkj	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
ldq	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
woy	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
wma	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
gdm	afun	afun	ALL_Ethnologue15/11963.xml	African Unclassified Languages: Ethnologue 2005
neo	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
wrd	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
anr	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
mld	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
ckh	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
wxa	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
mmk	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
mmj	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
btl	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
aay	asun	asun	ALL_Ethnologue15/11964.xml	Asian Unclassified Languages: Ethnologue 2005
len	caun	caun	ALL_Ethnologue15/11965.xml	Central American Unclassified Languages: Ethnologue 2005
hvc	caun	caun	ALL_Ethnologue15/11965.xml	Central American Unclassified Languages: Ethnologue 2005
xin	caun	caun	ALL_Ethnologue15/11965.xml	Central American Unclassified Languages: Ethnologue 2005
mom	caun	caun	ALL_Ethnologue15/11965.xml	Central American Unclassified Languages: Ethnologue 2005
quq	euun	euun	ALL_Ethnologue15/11966.xml	European Unclassified Languages: Ethnologue 2005
pld	euun	euun	ALL_Ethnologue15/11966.xml	European Unclassified Languages: Ethnologue 2005
trl	euun	euun	ALL_Ethnologue15/11966.xml	European Unclassified Languages: Ethnologue 2005
aex	naun	naun	ALL_Ethnologue15/11967.xml	North American Unclassified Languages: Ethnologue 2005
beo	naun	naun	ALL_Ethnologue15/11967.xml	North American Unclassified Languages: Ethnologue 2005
dol	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
bfe	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
tqm	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
xkw	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
khh	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
rmh	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
lpe	paun	paun	ALL_Ethnologue15/11968.xml	Pacific Unclassified Languages: Ethnologue 2005
tsz	tara	tara	ALL_Ethnologue15/12050.xml	Tarascan: Ethnologue 2005
pua	tara	tara	ALL_Ethnologue15/12050.xml	Tarascan: Ethnologue 2005
tzs	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzu	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzt	maya	tzut	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
hva	maya	huas	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
pou	maya	poco	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
jac	maya	kjac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cbm	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
qma	maya	yula	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzc	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzb	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
itz	maya	mopi	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
poh	maya	poco	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzh	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ttc	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
kek	maya	kekc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzj	maya	tzut	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
pob	maya	poco	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
poc	maya	poco	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzo	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
poa	maya	poco	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ixj	maya	ixil	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ixi	maya	ixil	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ixl	maya	ixil	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
qum	maya	sipa	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ctu	maya	chlc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
kjb	maya	kjac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
caa	maya	chor	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
toj	maya	chuj	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cob	maya	huas	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
hsf	maya	huas	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
usp	maya	uspa	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cun	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cnm	maya	chuj	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
acc	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mpf	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cke	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tzz	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
quu	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
qut	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
quv	maya	saca	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mop	maya	mopi	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mms	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
lac	maya	yula	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cac	maya	chuj	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
quc	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
hus	maya	huas	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
jai	maya	kjac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
quj	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mam	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
agu	maya	ixil	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mtz	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ckd	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ckf	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
knj	maya	kjac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
chf	maya	chlc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ckc	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
yus	maya	yula	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
qxi	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cki	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mhc	maya	moch	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ckk	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ckj	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cak	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
acr	maya	quac	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
ckw	maya	cakc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mvc	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
yua	maya	yula	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
tze	maya	tzel	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
mvj	maya	mame	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
cti	maya	chlc	ALL_Ethnologue15/12094.xml	Mayan: Ethnologue 2005
wsa	lmam	lmam	ALL_Ethnologue15/12123.xml	Lower Mamberamo: Ethnologue 2005
yki	lmam	lmam	ALL_Ethnologue15/12123.xml	Lower Mamberamo: Ethnologue 2005
xeg	khoi	kwii	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
oun	khoi	nsak	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
sad	khoi	sand	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
kqz	khoi	nama	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
hts	khoi	hats	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
nhr	khoi	swtk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
kwz	khoi	kwad	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
vaj	khoi	nsak	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
aue	khoi	nsak	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
kqu	khoi	kwii	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
xii	khoi	nama	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
ngh	khoi	kwii	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
hgm	khoi	hain	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
xam	khoi	kwii	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
mwj	khoi	nsak	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
naq	khoi	nama	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
huc	khoi	huaa	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
gnk	khoi	nwtk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
nmn	khoi	huaa	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
tyu	khoi	netk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
hio	khoi	netk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
xuu	khoi	nwtk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
ktz	khoi	nsak	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
hnh	khoi	nwtk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
gwj	khoi	swtk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
shg	khoi	nctk	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
knw	khoi	nsak	ALL_Ethnologue15/12176.xml	Khoisan: Ethnologue 2005
drr	epap	kazu	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
roo	epap	roto	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
oue	epap	nasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
uis	epap	buin	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
kyx	epap	keri	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
lni	epap	nasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
anz	epap	anem	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
zmh	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
siw	epap	buin	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
kol	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
byx	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
nas	epap	nasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
tqu	epap	csol	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
kto	epap	kuot	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
ngr	epap	risc	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
smg	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
kqj	epap	nasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
blb	epap	csol	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
gcc	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
tuh	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
buo	epap	buin	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
nco	epap	nasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
kzk	epap	kazu	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
eiv	epap	roto	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
smz	epap	nasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
gli	epap	kazu	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
nfl	epap	risc	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
sua	epap	sulk	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
ata	epap	wasi	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
uro	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
stc	epap	risc	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
yle	epap	yele	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
ckr	epap	bait	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
kjx	epap	keri	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
svs	epap	csol	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
lvk	epap	csol	ALL_Ethnologue15/12189.xml	East Papuan: Ethnologue 2005
yee	sepr	pond	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
siv	sepr	bahi	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
kbx	sepr	grpr	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
itu	sepr	tamo	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
yet	sepr	biks	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
sic	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
byz	sepr	banr	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
ham	sepr	sani	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bnw	sepr	bahi	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bqs	sepr	otti	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
ado	sepr	grpr	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bye	sepr	ramm	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
tzx	sepr	pond	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
tbs	sepr	atai	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bic	sepr	sani	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
kct	sepr	otti	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
mgt	sepr	monl	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
amp	sepr	alam	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bit	sepr	bahi	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
psq	sepr	tmax	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
kxt	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
xrw	sepr	ramm	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
gbf	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
gbe	sepr	sani	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
aew	sepr	grpr	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
ywa	sepr	tmax	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
nux	sepr	tmax	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
lnm	sepr	monl	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
arf	sepr	araf	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
seo	sepr	papi	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
rmk	sepr	tamo	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
nud	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
xop	sepr	norr	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
kmo	sepr	nuku	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
kmn	sepr	SREH	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
wos	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
abt	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
wog	sepr	woga	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
xoi	sepr	tamo	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
sbt	sepr	biks	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
cga	sepr	yuat	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
dju	sepr	bahi	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
wtk	sepr	bahi	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bwm	sepr	yuat	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
akq	sepr	yriv	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
ylg	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
aki	sepr	aian	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
yla	sepr	monl	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
wla	sepr	wali	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
mvk	sepr	yuat	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
bry	sepr	nduu	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
tgu	sepr	atai	ALL_Ethnologue15/12195.xml	Sepik-Ramu: Ethnologue 2005
